,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
819,Part Of Me,Katy Perry,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,4
820,PARTY (feat. Wax and Herbal T) [Ofenbach vs. Lack Of Afro],Ofenbach,0.691,0.845,5,-4.27,0,0.0603,0.00391,2.7e-06,0.093,0.651,121.954,140094,4
821,Party Rock Anthem,LMFAO,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,262147,4
822,The Passenger (LaLaLa) [feat. MOKABY],LUM!X,0.673,0.771,0,-6.178,0,0.137,0.0609,0.000277,0.209,0.687,125.061,159360,4
823,Payphone,Maroon 5,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,4
824,Peace Of Mind (feat. Vargas & Lagola),Avicii,0.461,0.624,4,-8.034,0,0.0298,0.11,6.97e-06,0.454,0.278,110.003,180000,4
825,Perdoname (feat. DyCy & Adrian Delgado),Deorro,0.855,0.856,9,-2.574,0,0.105,0.000926,0.00271,0.959,0.516,127.989,270054,4
826,Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
827,Perfect,One Direction,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4
828,Perfect,ALMA,0.742,0.734,7,-4.554,0,0.381,0.165,4.41e-05,0.181,0.59,163.922,225838,4
829,Perfect (feat. Haris) - LUM!X Remix,Lucas & Steve,0.723,0.87,6,-4.96,1,0.0354,0.00266,3.5e-06,0.0581,0.509,127.932,187074,4
830,Perfect Strangers,Jonas Blue,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,196613,4
831,Permanent,Kygo,0.64,0.636,0,-6.718,1,0.0277,0.0123,0.0,0.0818,0.24,108.017,228280,4
832,Personal,HRVY,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,198040,4
833,Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
834,Physical,Dua Lipa,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,193829,4
835,Piece of Me,MK,0.68,0.913,5,-2.343,0,0.0844,0.00565,0.0,0.288,0.669,121.961,188707,4
836,Piece Of Your Heart,MEDUZA,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
837,PILLOWTALK,ZAYN,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,4
838,Plan Awaryjny,Lanberry,0.62,0.826,7,-6.115,0,0.0578,0.0556,0.0,0.282,0.467,139.064,218720,4
839,Play,K-391,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,167977,4
840,Play Date,Melanie Martinez,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,179867,4
841,Play Hard (feat. Ne-Yo & Akon),David Guetta,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,201000,4
842,Play My Drum,Sandra Lyng,0.452,0.873,4,-4.062,0,0.0712,0.313,0.000864,0.133,0.228,127.991,240800,4
843,Play With Fire,Nico Santos,0.689,0.851,5,-3.356,0,0.104,0.351,0.0,0.0418,0.496,82.937,214815,4
844,Please Don't Go,Joel Adams,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,4
845,Please Tell Rosie,Alle Farben,0.721,0.681,0,-7.631,0,0.0488,0.024,0.0109,0.157,0.768,121.978,172640,4
846,Pocket Full Of Gold,American Authors,0.608,0.945,11,-3.858,1,0.0483,0.00433,0.0,0.0773,0.682,115.933,180213,4
847,Poison,Rita Ora,0.579,0.738,10,-5.711,1,0.0542,0.0821,1.52e-06,0.232,0.431,124.023,202907,4
848,Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
849,positions,Ariana Grande,0.736,0.802,0,-4.759,1,0.0864,0.468,0.0,0.094,0.675,144.005,172325,4
850,Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4
851,Power,Ellie Goulding,0.538,0.642,10,-4.412,1,0.127,0.104,0.0,0.112,0.47,161.803,191787,4
852,The Power,LP,0.54,0.8,2,-6.338,0,0.0762,0.216,0.0,0.264,0.459,155.881,278307,4
853,Power,Little Mix,0.566,0.855,7,-4.016,1,0.211,0.0367,0.000162,0.181,0.513,172.977,247840,4
854,POWER,Kanye West,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,292093,4
855,Powerful (feat. Ellie Goulding & Tarrus Riley),Major Lazer,0.598,0.792,11,-4.043,0,0.0478,0.121,0.0,0.158,0.732,97.479,206327,3
856,Power Over Me - Acoustic,Dermot Kennedy,0.609,0.489,9,-6.001,0,0.0424,0.85,0.0,0.104,0.567,115.902,200436,4
857,Prayer in C - Robin Schulz Radio Edit,Robin Schulz,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,189399,4
858,Pray to God (feat. HAIM) - R3hab Remix,Calvin Harris,0.693,0.762,7,-4.137,0,0.127,0.0174,2.64e-05,0.3,0.159,128.061,271867,4
859,Pretender - Acoustic,AJR,0.811,0.365,7,-6.943,0,0.0291,0.639,0.0,0.224,0.539,97.941,181350,4
860,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4
861,Price Tag,Jessie J,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,223053,4
862,Primadonna,MARINA,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075,4
863,Problem,Ariana Grande,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,4
864,Problems,Anne-Marie,0.704,0.445,6,-8.345,0,0.0559,0.615,0.0,0.346,0.653,139.975,155826,4
865,Psycho (feat. Ty Dolla $ign),Post Malone,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4
866,Pull Up Dat,Rolipso,0.835,0.797,10,-5.241,0,0.076,0.0654,0.000108,0.0931,0.343,105.925,112075,4
867,Pumped Up Kicks,Madism,0.669,0.687,0,-4.753,1,0.043,0.152,1.6e-05,0.308,0.386,123.903,145161,4
868,Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
869,Pure Grinding - iSHi Remix,Avicii,0.459,0.786,11,-4.748,0,0.0534,0.0226,0.199,0.281,0.0622,119.802,206000,4
870,Quarter Past Midnight,Bastille,0.54,0.779,8,-5.753,1,0.0889,0.33,0.0,0.196,0.498,77.497,199214,4
871,Quits,Flume,0.733,0.787,2,-2.192,1,0.32,0.229,0.0,0.169,0.514,73.463,152037,4
872,Radioactive,Imagine Dragons,0.483,0.894,9,-3.9,1,0.223,0.0407,0.0,0.282,0.278,139.858,276040,4
873,Radio Song,Afromental,0.712,0.893,1,-3.267,0,0.0772,0.183,0.0,0.0739,0.818,103.966,231120,4
874,Raging (feat. Kodaline),Kygo,0.55,0.689,3,-7.76,0,0.094,0.0498,0.0,0.207,0.408,99.904,224487,4
875,Rain On Me (with Ariana Grande),Lady Gaga,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200,4
876,Rain Over Me (feat. Marc Anthony),Pitbull,0.61,0.906,0,-2.117,1,0.0648,0.00416,0.0,0.758,0.294,127.916,231573,4
877,Raise Your Glass,P!nk,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960,4
878,Rare,Selena Gomez,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,4
879,Rather Be Alone,Robin Schulz,0.554,0.774,7,-5.813,0,0.117,0.0377,0.0,0.114,0.683,121.951,171919,4
880,Rather Be (feat. Jess Glynne),Clean Bandit,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4
881,Rave in the Grave,AronChupa,0.762,0.724,11,-6.309,0,0.0624,0.138,7.71e-05,0.187,0.775,132.051,162733,4
882,Reality,Lost Frequencies,0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,159480,4
883,Real Life,Imagine Dragons,0.262,0.564,0,-7.99,1,0.0455,0.0147,0.00659,0.103,0.13,195.489,247547,4
884,Red Desert,5 Seconds of Summer,0.504,0.83,9,-4.474,1,0.121,0.0205,2.49e-06,0.0563,0.449,133.929,229557,4
885,Red Lights,Tiësto,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,4
886,Reload - Radio Edit,Sebastian Ingrosso,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045,221273,4
887,REMEDY,Alesso,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,190295,4
888,Remind Me to Forget,Kygo,0.685,0.508,0,-6.4,1,0.0987,0.193,0.0,0.139,0.315,99.063,217287,4
889,Rendez vous,INNA,0.869,0.791,10,-7.78,0,0.137,0.429,0.00244,0.0569,0.822,119.003,188285,4
890,Renegades,X Ambassadors,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4
891,Rescue Me,OneRepublic,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
892,Revival,Sigala,0.747,0.819,10,-3.11,1,0.0318,0.0389,3.03e-06,0.222,0.482,118.022,192720,4
893,Rewrite The Stars,Zac Efron,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4
894,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,218293,4
895,Rich Love (with Seeb),OneRepublic,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,201257,4
896,The Riddle Anthem - Rework,Mike Candys,0.796,0.926,6,-4.925,0,0.0401,0.0027,0.0,0.0599,0.458,126.03,173333,4
897,Ride,Twenty One Pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
898,Ride It,Regard,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4
899,Riding Shotgun (feat. Bonnie McKee) - Ryan Riback Remix,Kygo,0.719,0.743,6,-6.077,0,0.169,0.0101,1.82e-05,0.0371,0.542,102.016,212493,4
900,Right,Mauve,0.909,0.718,7,-5.639,1,0.0394,0.484,0.000808,0.121,0.784,120.091,176450,4
901,Right Now,Nick Jonas,0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,201680,4
902,Riot,Hollywood Undead,0.707,0.925,1,-3.067,1,0.0362,0.00215,3.62e-06,0.0617,0.583,110.012,227882,4
903,R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,187200,4
904,Riptide,Vance Joy,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4
905,Rise,Katy Perry,0.553,0.639,11,-6.445,1,0.0458,0.0468,0.0,0.107,0.442,101.418,203475,4
906,Rise,Jonas Blue,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,194408,4
907,Rise Up (feat. Vamero),VINAI,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037,182000,4
908,RITMO (Bad Boys For Life),Black Eyed Peas,0.723,0.704,10,-7.088,0,0.0571,0.0259,0.00109,0.792,0.684,105.095,214935,4
909,Ritual,Tiësto,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.769,114.998,198996,4
910,River (feat. Ed Sheeran),Eminem,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,4
911,Rivers,Thomas Jack,0.574,0.809,0,-5.787,0,0.0565,0.149,6.99e-06,0.129,0.471,122.005,207833,4
912,Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4
913,Rockabye (feat. Sean Paul & Anne-Marie) - End of the World Remix,Clean Bandit,0.704,0.806,9,-5.871,0,0.15,0.0431,0.00148,0.176,0.75,112.05,174093,4
914,rockstar,Post Malone,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4
915,Rollin (feat. Future & Khalid),Calvin Harris,0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,272667,4
916,Rolling in the Deep,Adele,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4
917,Roll Up,Fitz and The Tantrums,0.689,0.969,0,-3.041,1,0.0581,0.0357,9.56e-06,0.08,0.638,92.506,218400,4
918,Rooftop,Nico Santos,0.717,0.732,0,-5.774,1,0.167,0.225,0.0,0.0574,0.598,82.045,197000,4
919,Roses,The Chainsmokers,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4
920,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4
921,Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4
922,Rude,MAGIC!,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4
923,Rude Boy,Rihanna,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,222920,4
924,Rumors - C-BooL Remix,R3HAB,0.794,0.822,1,-4.148,1,0.151,0.07,2.97e-06,0.314,0.827,121.894,188443,4
925,Run Away - Klaas Original Mix,Shaun Baker,0.649,0.857,4,-5.715,1,0.251,0.113,5.03e-05,0.38,0.743,128.014,162187,4
926,Runaway (Radio Edit) (feat. Mahan Moin),Gromee,0.585,0.792,5,-2.971,0,0.0502,0.113,0.0,0.0832,0.222,125.018,204521,4
927,Runaway (U & I),Galantis,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4
928,Run This Town,JAY-Z,0.591,0.921,1,-1.787,1,0.313,0.323,0.0,0.302,0.428,86.808,268013,4
929,Sad Songs (feat. L Devine),Route 94,0.7,0.816,7,-5.439,0,0.0361,0.091,0.119,0.0729,0.632,123.986,191613,4
930,Sad Story (Out Of Luck),Merk & Kremont,0.718,0.786,0,-4.193,0,0.0476,0.181,0.0,0.106,0.756,102.019,212304,4
931,Safe And Sound,Capital Cities,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5
932,Sail,AWOLNATION,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,259102,4
933,Salt,Ava Max,0.693,0.835,6,-3.242,1,0.0623,0.131,0.0,0.073,0.743,128.057,180283,4
934,Same Old Blues,Phantogram,0.581,0.706,6,-3.338,0,0.0293,0.0688,1.99e-06,0.309,0.23,122.053,211093,4
935,Same Old Love,Selena Gomez,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,4
936,Satellite,Lena,0.68,0.857,11,-4.591,0,0.238,0.204,0.0,0.0414,0.924,94.928,175507,4
937,Satisfied (feat. MAX),Galantis,0.75,0.651,1,-4.655,1,0.121,0.00759,0.0,0.521,0.928,120.055,155939,4
938,Savage Love (Laxed - Siren Beat),Jawsh 685,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4
939,Savannah,FAULHABER,0.869,0.801,5,-4.966,0,0.0321,0.17,0.0,0.154,0.728,118.014,183480,4
940,Save A Little Love,Don Diablo,0.625,0.91,0,-2.583,0,0.107,0.0108,0.0,0.662,0.328,122.067,202930,4
941,Save Your Tears,The Weeknd,0.684,0.817,0,-5.499,1,0.0308,0.0222,2.19e-05,0.439,0.623,118.061,215627,4
942,Save Your Tears,The Weeknd,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
943,Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix,David Guetta,0.406,0.91,10,-3.916,0,0.0594,0.0052,0.00236,0.0783,0.239,127.974,251446,4
944,Say Say Say (Waiting 4 U) - Steff da Campo & 71 Digits Radio Mix,Hi_Tack,0.536,0.826,11,-6.014,0,0.176,0.181,0.00509,0.461,0.563,124.424,153600,4
945,Say Something (feat. Chris Stapleton),Justin Timberlake,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4
946,Say You Do,Sigala,0.488,0.905,7,-3.138,1,0.0598,0.00218,0.00465,0.34,0.575,173.961,202507,4
947,Say You Do (feat. Imani Williams & DJ Fresh) - Blinkie vs Sigala Remix,Sigala,0.713,0.902,4,-5.258,0,0.0792,0.000841,0.0229,0.685,0.578,124.088,224733,4
948,Say You Will,Kygo,0.593,0.43,0,-8.977,1,0.0431,0.304,0.0,0.0896,0.0955,122.09,207898,4
949,Say You Won't Let Go,James Arthur,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
950,Scared to Be Lonely,Martin Garrix,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4
951,Scars To Your Beautiful,Alessia Cara,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,230227,4
952,Scream,Usher,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,234693,4
953,Scream & Shout,will.i.am,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,4
954,Secrets,Tiësto,0.648,0.812,11,-7.585,0,0.0414,0.000329,0.0369,0.0857,0.122,128.178,250947,4
955,Secrets,OneRepublic,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,4
956,Secrets,Regard,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4
957,Secrets,The Weeknd,0.662,0.783,0,-5.759,1,0.0503,0.0142,1.45e-05,0.27,0.728,109.952,265600,4
958,See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
959,#SELFIE,The Chainsmokers,0.789,0.916,0,-3.262,1,0.249,0.0135,8.09e-06,0.077,0.658,127.956,183750,4
960,Send Her My Love,Lost Frequencies,0.718,0.532,5,-8.736,0,0.0736,0.313,1.39e-05,0.132,0.543,99.991,218520,4
961,Send My Love (To Your New Lover),Adele,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080,4
962,Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4
963,September,"Earth, Wind & Fire",0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,4
964,September Song,JP Cooper,0.614,0.615,0,-6.7,0,0.0444,0.054,0.0,0.0921,0.374,95.941,220291,4
965,Serious (feat. Matt Corby),Kygo,0.677,0.569,7,-10.833,0,0.0927,0.642,0.00119,0.509,0.288,100.06,234093,4
966,Set Fire to the Rain,Adele,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,4
967,Setting Fires,The Chainsmokers,0.626,0.717,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039,247427,4
968,Sexual,NEIKED,0.797,0.567,2,-7.503,1,0.0651,0.0692,0.0,0.0705,0.843,108.024,188889,4
969,Sexual Healing - Kygo Remix,Marvin Gaye,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987,368317,4
970,Sexual Vibe,Stephen Puth,0.803,0.782,7,-3.873,0,0.0289,0.0191,4.7e-06,0.108,0.785,115.028,210009,4
971,Sexy And I Know It,LMFAO,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4
972,Sexy Chick (feat. Akon),David Guetta,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347,4
973,Shadow,Triplo Max,0.802,0.63,1,-5.545,0,0.109,0.0686,0.521,0.141,0.268,114.02,176842,4
974,Shake It Off,Taylor Swift,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4
975,Shallow,Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
976,Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
977,Shed a Light,Robin Schulz,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,191379,4
978,She Doesn't Mind,Sean Paul,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227787,4
979,She Looks So Perfect,5 Seconds of Summer,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496,4
980,Shelter,Porter Robinson,0.276,0.796,0,-4.499,1,0.0579,0.00293,0.0,0.184,0.26,199.526,218965,4
981,She Will Be Loved,Maroon 5,0.524,0.711,0,-5.494,0,0.0405,0.0567,0.0,0.134,0.539,203.867,257133,4
982,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,222500,4
983,Shine,Years & Years,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002,255507,4
984,Shotgun,George Ezra,0.672,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.741,201287,4
985,Show Me How to Love,Example,0.757,0.85,6,-5.542,0,0.0896,0.208,0.0,0.0753,0.431,123.015,216920,4
986,Show Me Love,Robin Schulz,0.53,0.65,11,-6.251,0,0.03,0.0461,0.0,0.0974,0.316,123.972,255960,4
987,Show You Love - Martin Jensen Remix,Kato,0.84,0.788,5,-5.541,0,0.0935,0.337,0.0,0.146,0.778,119.992,178293,4
988,Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
989,Sick Boy,The Chainsmokers,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066,193893,4
990,Side Effects (feat. Emily Warren),The Chainsmokers,0.673,0.71,8,-6.744,1,0.0324,0.00277,0.0,0.55,0.54,110.017,173613,4
991,Side To Side,Ariana Grande,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,226160,4
992,Sidewalks,The Weeknd,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,231360,4
993,Sign of the Times,Harry Styles,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
994,Silence,Marshmello,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4
995,Silhouettes - Original Radio Edit,Avicii,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880,4
996,Simple,Florida Georgia Line,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4
997,Sing,Ed Sheeran,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,235382,4
998,Single Ladies (Put a Ring on It),Beyoncé,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,192587,4
999,Sing Me to Sleep,Alan Walker,0.474,0.622,4,-6.381,0,0.061,0.0129,3.82e-06,0.327,0.158,176.062,187800,4
1000,"Sit Still, Look Pretty",Daya,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,202221,4
1001,Sixteen,Ellie Goulding,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919,201072,4
1002,Skin,Rag'n'Bone Man,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,239627,4
1003,Skyfall,Adele,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,286480,4
1004,A Sky Full of Stars,Coldplay,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
1005,Sky Is The Limit,Lost Frequencies,0.743,0.507,11,-8.273,0,0.0354,0.166,0.0,0.175,0.622,115.986,147133,4
1006,Slide (feat. Frank Ocean & Migos),Calvin Harris,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4
1007,Slow Acid,Calvin Harris,0.664,0.935,8,-4.322,1,0.039,0.545,0.855,0.176,0.131,104.004,221787,4
1008,Slow Hands,Niall Horan,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,188174,4
1009,Slow It Down,Amy Macdonald,0.592,0.902,2,-6.382,1,0.0373,0.0057,0.00311,0.136,0.478,152.023,233680,4
1010,S&M,Rihanna,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,243533,4
1011,Small Steps,Tom Gregory,0.703,0.558,2,-5.935,1,0.0502,0.081,0.0,0.319,0.6,171.94,166991,4
1012,Snail,BENEE,0.835,0.688,7,-4.855,1,0.0488,0.0552,0.0046,0.0716,0.678,124.038,180357,4
1013,So Am I,Ava Max,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,183027,4
1014,Soap,Melanie Martinez,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,209427,4
1015,Sober Up,AJR,0.648,0.62,5,-4.938,1,0.0276,0.284,0.0,0.0833,0.772,93.011,218763,4
1016,Sobie i Wam,Męskie Granie Orkiestra 2019,0.724,0.815,9,-7.153,0,0.0386,0.0606,0.0,0.345,0.914,114.017,203080,4
1017,So Close,NOTD,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302,4
1018,Sofia,Alvaro Soler,0.688,0.729,2,-5.939,1,0.0315,0.109,0.0,0.225,0.909,127.999,210467,4
1020,Solo Dance,Martin Jensen,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,174933,4
1021,Solo (feat. Demi Lovato),Clean Bandit,0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707,4
1022,Somebody,The Chainsmokers,0.532,0.616,10,-7.074,0,0.0328,0.186,0.0,0.0928,0.292,101.883,223147,4
1023,Somebody,Sigala,0.679,0.849,0,-3.841,1,0.0649,0.0916,0.0,0.121,0.683,100.095,238667,4
1024,Somebody I'm Not,Martin Jensen,0.718,0.725,9,-5.409,1,0.0519,0.153,0.0,0.32,0.65,100.044,167727,4
1025,Somebody That I Used To Know,Gotye,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,244885,4
1026,Someday,Kygo,0.612,0.686,7,-6.838,1,0.12,0.173,0.0,0.141,0.326,122.115,223716,4
